state	min	max	median	shifts	jumps	jumpvar	SE	root	lnL	lnLp	qlnL.p	qlnL.h
1400	0.014	0.014	0.014	0	4	0.465	0.038	3.963	15.86	-1137.79	0.29	0.00
1500	0.009	0.009	0.009	0	2	0.280	0.033	3.963	18.52	-1137.09	-0.41	0.00
1600	0.011	0.011	0.011	0	2	0.901	0.044	3.963	18.90	-1137.10	-0.00	0.00
1700	0.011	0.011	0.011	0	2	0.385	0.029	3.963	19.75	-1137.09	0.00	0.00
1800	0.012	0.012	0.012	0	3	0.236	0.037	3.963	18.60	-1137.50	0.00	0.00
1900	0.014	0.014	0.014	0	3	0.846	0.037	3.929	19.31	-1137.50	-0.00	0.00
2000	0.013	0.013	0.013	0	3	1.339	0.037	3.929	19.77	-1137.50	0.00	0.00
2100	0.011	0.011	0.011	0	2	4.883	0.028	3.929	18.13	-1137.11	0.70	0.00
2200	0.011	0.011	0.011	0	4	3.920	0.028	3.929	13.56	-1137.81	-0.23	0.00
2300	0.009	0.009	0.009	0	2	1.712	0.001	3.929	18.54	-1137.10	0.00	0.00
2400	0.013	0.013	0.013	0	2	3.091	0.001	3.929	18.90	-1137.10	-0.41	0.00
2500	0.012	0.012	0.012	0	2	5.463	0.002	3.929	18.61	-1137.11	0.00	-0.02
2600	0.014	0.014	0.014	0	2	6.748	0.002	3.929	17.92	-1137.11	0.70	0.00
2700	0.010	0.010	0.010	0	2	16.799	0.004	3.929	17.27	-1137.14	0.00	0.00
2800	0.010	0.010	0.010	0	4	42.855	0.004	3.997	11.30	-1138.00	0.00	0.00
2900	0.012	0.012	0.012	0	2	129.618	0.008	3.997	15.78	-1137.48	-0.10	0.31
3000	0.010	0.010	0.010	0	2	49.197	0.008	3.997	16.33	-1137.24	0.02	-0.15
3100	0.012	0.012	0.012	0	2	35.607	0.004	4.136	15.59	-1137.20	-0.00	0.00
3200	0.010	0.010	0.010	0	2	59.879	0.004	4.136	14.32	-1137.27	0.00	0.00
3300	0.010	0.010	0.010	0	2	60.587	0.019	4.032	16.02	-1137.28	0.75	0.00
3400	0.014	0.014	0.014	0	2	87.450	0.019	4.081	14.70	-1137.36	0.00	-7.12
3500	0.013	0.013	0.013	0	2	77.028	0.006	4.023	15.96	-1137.32	0.00	-7.20
3600	0.012	0.012	0.012	0	2	116.892	0.009	4.023	15.82	-1137.44	0.00	0.00
3700	0.012	0.012	0.012	0	3	97.971	0.010	4.023	14.74	-1137.89	-0.39	0.00
3800	0.009	0.009	0.009	0	2	105.482	0.013	3.950	14.02	-1137.41	0.00	0.00
3900	0.013	0.013	0.013	0	2	170.043	0.042	3.905	13.44	-1137.60	-0.58	0.00
4000	0.013	0.013	0.013	0	2	146.200	0.042	3.905	13.57	-1137.53	0.00	-7.19
4100	0.007	0.007	0.007	0	3	284.610	0.042	3.905	20.76	-1138.64	0.00	0.00
4200	0.009	0.009	0.009	0	3	313.778	0.063	3.905	19.38	-1138.75	0.00	0.00
4300	0.007	0.007	0.007	0	3	128.243	0.063	3.874	20.89	-1138.01	-0.00	0.00
4400	0.008	0.008	0.008	0	3	87.145	0.049	3.894	22.38	-1137.85	-0.00	0.00
4500	0.008	0.008	0.008	0	3	173.558	0.019	3.844	21.40	-1138.19	0.00	0.00
4600	0.008	0.008	0.008	0	3	408.733	0.014	4.030	20.27	-1139.13	-0.00	0.00
4700	0.010	0.010	0.010	0	3	174.867	0.019	4.030	21.34	-1138.20	0.00	0.00
4800	0.009	0.009	0.009	0	3	270.328	0.031	4.030	20.63	-1138.58	0.00	0.00
4900	0.006	0.006	0.006	0	3	104.524	0.055	4.030	20.06	-1137.92	0.00	0.00
5000	0.008	0.008	0.008	0	3	39.528	0.059	4.030	22.31	-1137.66	-0.33	0.00
5100	0.007	0.007	0.007	0	3	71.839	0.046	3.850	21.97	-1137.79	0.00	0.00
5200	0.012	0.012	0.012	0	3	139.714	0.046	3.742	16.72	-1138.06	-0.00	0.00
5300	0.007	0.007	0.007	0	3	109.255	0.046	3.742	17.80	-1137.94	-0.00	0.00
5400	0.007	0.007	0.007	0	3	166.528	0.046	4.001	21.16	-1138.16	0.00	0.00
5500	0.007	0.007	0.007	0	3	563.120	0.046	4.001	19.04	-1139.75	0.97	0.00
5600	0.007	0.007	0.007	0	3	710.996	0.034	4.001	18.66	-1140.34	0.00	0.00
5700	0.007	0.007	0.007	0	3	526.379	0.039	4.001	19.00	-1139.60	0.93	0.00
5800	0.008	0.008	0.008	0	3	398.831	0.038	4.001	20.32	-1139.09	-0.54	0.29
5900	0.006	0.006	0.006	0	3	260.820	0.071	3.865	18.85	-1138.54	0.00	-7.98
6000	0.009	0.009	0.009	0	3	83.967	0.058	3.865	21.23	-1137.83	0.00	-7.57
6100	0.009	0.009	0.009	0	3	137.095	0.058	3.865	20.77	-1138.05	-0.00	0.00
6200	0.009	0.009	0.009	0	4	183.141	0.058	3.865	16.31	-1138.70	0.00	-7.63
6300	0.006	0.006	0.006	0	3	213.293	0.064	3.865	19.46	-1138.35	-0.00	0.00
6400	0.009	0.009	0.009	0	3	262.425	0.024	3.821	20.30	-1138.55	-0.55	0.00
6500	0.008	0.008	0.008	0	4	136.847	0.020	3.982	18.84	-1138.47	0.00	0.00
6600	0.011	0.011	0.011	0	5	83.137	0.020	3.982	15.40	-1138.51	0.00	0.00
6700	0.010	0.010	0.010	0	3	130.474	0.020	3.982	21.93	-1138.02	0.54	0.00
6800	0.011	0.011	0.011	0	3	26.281	0.021	3.982	24.00	-1137.60	0.01	-0.08
6900	0.008	0.008	0.008	0	3	28.373	0.027	3.982	24.77	-1137.61	0.00	0.00
7000	0.009	0.009	0.009	0	3	8.567	0.017	3.922	26.80	-1137.53	-0.30	0.00
7100	0.007	0.007	0.007	0	4	2.668	0.057	3.922	27.55	-1137.80	-0.00	0.00
7200	0.009	0.009	0.009	0	3	1.957	0.043	3.880	27.70	-1137.51	0.29	0.00
7300	0.007	0.007	0.007	0	3	1.805	0.043	3.880	27.77	-1137.51	0.00	0.00
7400	0.006	0.006	0.006	0	4	0.389	0.049	3.880	33.32	-1137.79	0.29	0.00
7500	0.006	0.006	0.006	0	5	0.438	0.049	3.880	31.47	-1138.01	0.00	-8.00
7600	0.009	0.009	0.009	0	6	0.270	0.049	3.962	30.89	-1138.19	0.00	0.00
7700	0.005	0.005	0.005	0	5	0.408	0.053	3.962	34.57	-1138.01	0.00	-8.10
7800	0.004	0.004	0.004	0	7	0.797	0.053	3.950	30.97	-1138.35	0.13	0.00
7900	0.005	0.005	0.005	0	5	4.468	0.053	3.950	27.48	-1138.04	-0.00	0.00
8000	0.006	0.006	0.006	0	4	4.028	0.053	3.911	30.66	-1137.81	-0.00	0.00
8100	0.005	0.005	0.005	0	5	3.525	0.027	3.911	31.12	-1138.03	-0.00	0.00
8200	0.005	0.005	0.005	0	8	1.337	0.057	3.911	30.70	-1138.49	0.00	-8.10
8300	0.005	0.005	0.005	0	7	0.381	0.070	3.911	32.49	-1138.35	0.00	0.00
8400	0.006	0.006	0.006	0	10	0.129	0.043	3.911	27.99	-1138.70	0.00	0.00
8500	0.006	0.006	0.006	0	6	0.541	0.049	3.911	30.81	-1138.19	0.00	0.00
8600	0.007	0.007	0.007	0	9	0.203	0.049	3.911	31.54	-1138.60	-0.00	0.00
8700	0.010	0.010	0.010	0	5	0.221	0.013	3.911	32.14	-1138.01	0.00	0.00
8800	0.006	0.006	0.006	0	5	0.576	0.018	3.911	35.05	-1138.01	0.00	0.00
8900	0.007	0.007	0.007	0	6	0.312	0.016	3.939	33.35	-1138.19	-0.00	0.27
9000	0.007	0.007	0.007	0	8	0.467	0.028	3.939	31.96	-1138.48	0.00	-7.78
9100	0.008	0.008	0.008	0	4	0.677	0.015	3.939	33.86	-1137.79	-0.00	0.17
9200	0.007	0.007	0.007	0	6	1.386	0.039	3.859	29.97	-1138.20	0.00	-7.88
9300	0.010	0.010	0.010	0	5	0.229	0.024	3.859	30.70	-1138.01	0.00	-7.50
9400	0.008	0.008	0.008	0	4	0.417	0.025	3.859	33.52	-1137.79	-0.00	0.00
9500	0.006	0.006	0.006	0	6	1.124	0.019	4.022	30.06	-1138.20	0.00	0.00
9600	0.009	0.009	0.009	0	4	1.265	0.019	4.022	32.03	-1137.79	0.00	-7.64
9700	0.007	0.007	0.007	0	5	0.652	0.016	4.022	32.44	-1138.01	0.00	0.00
9800	0.009	0.009	0.009	0	4	1.568	0.016	4.022	31.76	-1137.79	0.00	-7.64
9900	0.007	0.007	0.007	0	4	1.265	0.061	4.022	31.02	-1137.79	0.00	-7.84
10000	0.007	0.007	0.007	0	5	0.864	0.025	4.022	34.24	-1138.01	0.00	-7.80
10100	0.005	0.005	0.005	0	4	0.817	0.050	4.001	31.83	-1137.79	0.00	0.00
10200	0.008	0.008	0.008	0	6	0.246	0.037	4.001	31.91	-1138.19	-0.00	0.15
10300	0.007	0.007	0.007	0	4	0.327	0.028	4.001	33.42	-1137.79	0.00	0.00
10400	0.007	0.007	0.007	0	4	0.654	0.028	3.972	33.66	-1137.79	0.00	-0.24
10500	0.007	0.007	0.007	0	6	0.222	0.028	3.972	32.03	-1138.19	0.00	-7.82
10600	0.005	0.005	0.005	0	8	0.657	0.028	3.972	29.52	-1138.48	-0.00	0.46
10700	0.005	0.005	0.005	0	7	0.538	0.038	3.871	33.55	-1138.35	0.00	-8.13
10800	0.006	0.006	0.006	0	5	0.119	0.038	3.958	30.98	-1138.01	-0.00	0.00
10900	0.007	0.007	0.007	0	6	0.386	0.043	3.958	32.29	-1138.19	0.00	0.00
11000	0.007	0.007	0.007	0	7	0.468	0.043	3.958	32.04	-1138.35	0.00	-7.87
11100	0.007	0.007	0.007	0	6	0.866	0.039	3.985	31.05	-1138.20	0.00	0.00
11200	0.007	0.007	0.007	0	6	0.564	0.026	3.892	30.19	-1138.20	-0.15	0.00
11300	0.005	0.005	0.005	0	8	0.220	0.026	3.892	31.49	-1138.48	-0.12	0.00
11400	0.006	0.006	0.006	0	9	0.592	0.026	3.859	32.12	-1138.60	0.00	0.00
11500	0.008	0.008	0.008	0	9	0.159	0.017	3.859	32.49	-1138.60	0.00	0.00
11600	0.008	0.008	0.008	0	12	0.108	0.024	3.972	31.57	-1138.89	-0.09	0.00
11700	0.006	0.006	0.006	0	8	0.448	0.018	3.972	30.91	-1138.48	0.00	0.00
11800	0.008	0.008	0.008	0	7	1.836	0.014	3.972	30.96	-1138.36	-0.00	0.00
11900	0.009	0.009	0.009	0	6	0.861	0.009	3.950	32.34	-1138.20	-0.00	0.37
12000	0.010	0.010	0.010	0	6	0.499	0.006	3.950	32.39	-1138.20	0.00	0.00
12100	0.007	0.007	0.007	0	7	0.427	0.006	3.950	34.07	-1138.35	-0.00	0.00
12200	0.007	0.007	0.007	0	6	0.486	0.003	3.950	35.66	-1138.19	0.15	0.00
12300	0.007	0.007	0.007	0	11	0.492	0.003	3.950	31.82	-1138.80	-0.00	0.00
12400	0.010	0.010	0.010	0	12	0.107	0.004	3.950	29.29	-1138.89	0.00	0.00
12500	0.007	0.007	0.007	0	8	0.438	0.003	3.950	32.46	-1138.48	-0.13	0.00
12600	0.009	0.009	0.009	0	5	0.604	0.003	3.950	33.05	-1138.01	0.00	-7.54
12700	0.008	0.008	0.008	0	8	0.197	0.004	3.950	30.65	-1138.48	0.00	0.00
12800	0.007	0.007	0.007	0	7	0.241	0.061	3.950	30.11	-1138.35	0.00	-7.90
12900	0.008	0.008	0.008	0	5	0.391	0.037	3.804	25.21	-1138.01	0.00	-7.66
13000	0.006	0.006	0.006	0	3	0.238	0.037	3.979	27.99	-1137.50	0.00	0.00
13100	0.008	0.008	0.008	0	6	0.147	0.028	3.975	28.21	-1138.19	0.00	-7.72
13200	0.011	0.011	0.011	0	4	1.238	0.003	3.975	27.02	-1137.79	-0.00	0.00
13300	0.008	0.008	0.008	0	4	1.210	0.003	3.975	27.84	-1137.79	0.00	0.00
13400	0.010	0.010	0.010	0	3	1.240	0.004	3.975	28.84	-1137.50	-0.00	0.00
13500	0.009	0.009	0.009	0	4	0.845	0.004	3.975	29.02	-1137.79	-0.22	0.00
13600	0.012	0.012	0.012	0	7	0.555	0.004	3.975	23.67	-1138.35	-0.13	0.00
13700	0.010	0.010	0.010	0	10	0.169	0.018	3.975	26.11	-1138.70	0.00	-0.42
13800	0.007	0.007	0.007	0	8	0.376	0.017	3.975	29.12	-1138.48	0.00	-7.78
13900	0.008	0.008	0.008	0	6	0.584	0.017	3.975	30.31	-1138.20	0.00	0.00
14000	0.011	0.011	0.011	0	8	0.155	0.019	3.975	28.09	-1138.48	0.00	0.00
14100	0.007	0.007	0.007	0	9	0.334	0.026	3.975	30.98	-1138.60	0.00	-0.24
14200	0.008	0.008	0.008	0	8	0.308	0.016	3.975	33.66	-1138.48	0.00	0.00
14300	0.007	0.010	0.007	1	10	0.385	0.004	3.866	33.94	-1139.07	-0.11	0.00
14400	0.007	0.007	0.007	0	13	0.179	0.005	3.979	33.09	-1138.97	-0.08	0.00
14500	0.005	0.005	0.005	0	15	0.136	0.007	4.039	36.15	-1139.11	0.00	-8.20
14600	0.006	0.006	0.006	0	18	0.073	0.010	4.039	28.38	-1139.29	-0.00	0.00
14700	0.006	0.006	0.006	0	28	0.036	0.029	3.936	27.46	-1139.73	0.00	0.00
14800	0.005	0.005	0.005	0	28	0.047	0.023	3.936	28.33	-1139.73	0.00	0.00
14900	0.004	0.004	0.004	0	29	0.109	0.027	3.936	28.67	-1139.77	-0.00	0.00
15000	0.005	0.005	0.005	0	29	0.056	0.004	3.936	33.78	-1139.77	0.00	0.00
15100	0.004	0.004	0.004	0	26	0.079	0.004	3.936	37.30	-1139.66	-0.00	0.35
15200	0.005	0.005	0.005	0	24	0.121	0.005	3.936	32.09	-1139.58	0.00	0.00
15300	0.004	0.004	0.004	0	26	0.099	0.014	3.936	31.52	-1139.66	0.00	-0.44
15400	0.004	0.004	0.004	0	28	0.101	0.033	3.936	28.23	-1139.73	0.00	0.00
15500	0.005	0.005	0.005	0	30	0.164	0.034	3.936	24.55	-1139.81	0.00	0.00
15600	0.005	0.005	0.005	0	28	0.102	0.016	3.974	24.14	-1139.73	0.00	0.00
15700	0.004	0.004	0.004	0	23	0.094	0.019	3.974	29.93	-1139.54	0.00	0.00
15800	0.008	0.008	0.008	0	22	0.117	0.034	3.974	24.60	-1139.49	0.05	0.00
15900	0.005	0.005	0.005	0	19	0.066	0.034	3.974	32.68	-1139.35	-0.00	0.00
16000	0.006	0.006	0.006	0	13	0.157	0.028	3.703	27.86	-1138.97	-0.07	0.00
16100	0.007	0.007	0.007	0	10	0.204	0.017	3.763	31.69	-1138.70	-0.00	0.00
16200	0.008	0.008	0.008	0	10	0.278	0.016	3.875	31.98	-1138.71	-0.10	0.00
16300	0.006	0.006	0.006	0	14	0.098	0.026	4.049	29.78	-1139.04	0.00	0.00
16400	0.006	0.006	0.006	0	15	0.242	0.019	4.049	24.60	-1139.11	-0.07	0.00
16500	0.008	0.008	0.008	0	15	0.377	0.025	3.944	24.71	-1139.11	-0.00	0.45
16600	0.008	0.008	0.008	0	15	0.117	0.025	4.008	28.81	-1139.11	0.00	0.00
16700	0.006	0.006	0.006	0	12	0.440	0.011	4.008	27.12	-1138.89	-0.00	0.01
16800	0.010	0.010	0.010	0	11	0.366	0.013	4.008	27.30	-1138.80	0.00	0.00
16900	0.006	0.006	0.006	0	9	0.265	0.025	3.821	30.15	-1138.60	-0.00	0.00
17000	0.006	0.006	0.006	0	8	0.220	0.022	3.821	29.87	-1138.48	0.00	0.00
17100	0.008	0.008	0.008	0	9	0.104	0.019	3.932	31.84	-1138.60	0.00	0.00
17200	0.005	0.005	0.005	0	11	0.193	0.031	3.932	31.18	-1138.80	0.00	0.00
17300	0.009	0.009	0.009	0	6	0.523	0.026	3.932	32.29	-1138.20	0.00	-7.60
17400	0.009	0.009	0.009	0	9	0.345	0.020	3.932	31.74	-1138.60	0.00	0.00
17500	0.008	0.008	0.008	0	10	0.342	0.012	3.932	32.42	-1138.71	-0.00	0.25
17600	0.005	0.005	0.005	0	9	0.207	0.014	3.932	37.02	-1138.60	0.00	0.00
17700	0.004	0.004	0.004	0	11	0.211	0.062	3.932	30.10	-1138.80	0.00	-8.40
17800	0.005	0.005	0.005	0	12	0.166	0.044	3.932	31.60	-1138.89	0.00	0.00
17900	0.007	0.007	0.007	0	8	0.508	0.044	3.932	30.91	-1138.48	0.00	0.00
18000	0.006	0.006	0.006	0	7	0.356	0.015	3.980	28.54	-1138.35	0.00	0.00
18100	0.007	0.007	0.007	0	6	0.251	0.014	3.938	34.94	-1138.19	0.15	0.00
18200	0.010	0.010	0.010	0	8	0.567	0.011	4.022	32.41	-1138.48	0.00	-7.51
18300	0.005	0.005	0.005	0	6	0.266	0.030	4.022	32.54	-1138.19	0.00	0.00
18400	0.007	0.007	0.007	0	6	0.228	0.024	4.022	34.97	-1138.19	0.00	0.00
18500	0.007	0.007	0.007	0	5	0.203	0.024	4.022	31.47	-1138.01	0.00	-0.30
18600	0.006	0.006	0.006	0	7	0.270	0.023	3.806	30.19	-1138.35	0.00	-8.08
18700	0.007	0.007	0.007	0	8	0.303	0.017	3.806	33.78	-1138.48	0.00	-7.80
18800	0.006	0.006	0.006	0	10	0.257	0.017	3.806	35.11	-1138.70	-0.00	0.00
18900	0.007	0.007	0.007	0	15	0.121	0.014	3.806	31.47	-1139.11	0.00	0.00
19000	0.005	0.005	0.005	0	13	0.195	0.032	3.806	32.29	-1138.97	-0.01	0.00
19100	0.009	0.009	0.009	0	10	0.360	0.026	3.817	29.35	-1138.71	0.00	-0.15
19200	0.006	0.006	0.006	0	10	0.634	0.024	3.873	29.55	-1138.71	-0.10	0.00
19300	0.008	0.008	0.008	0	16	0.214	0.021	3.944	26.48	-1139.18	0.06	0.00
19400	0.005	0.120	0.005	1	19	0.163	0.021	3.944	28.80	-1139.71	-0.01	0.00
19500	0.008	0.104	0.008	1	13	0.249	0.026	3.755	26.48	-1139.34	-0.00	0.39
19600	0.006	0.094	0.006	1	12	0.120	0.026	3.755	28.85	-1139.25	-0.08	0.00
19700	0.008	0.099	0.008	1	11	0.166	0.026	3.755	28.38	-1139.17	0.00	0.69
19800	0.008	0.125	0.008	1	6	0.505	0.021	3.755	33.77	-1138.56	-0.00	-0.69
19900	0.007	0.164	0.007	1	5	1.280	0.019	3.755	30.26	-1138.38	-0.00	-0.69
20000	0.009	0.183	0.009	1	3	0.333	0.019	3.755	31.68	-1137.87	0.41	0.00
20100	0.007	0.209	0.007	1	6	0.540	0.011	4.056	33.28	-1138.56	-0.18	0.00
20200	0.009	0.221	0.009	1	7	0.087	0.011	3.747	28.16	-1138.71	-0.15	0.00
20300	0.005	0.238	0.005	1	8	0.143	0.013	3.740	31.20	-1138.85	-0.06	0.00
20400	0.006	0.344	0.006	1	8	0.061	0.012	3.740	31.51	-1138.85	0.00	0.00
20500	0.007	0.318	0.007	1	5	0.760	0.004	3.740	29.73	-1138.38	0.00	0.00
20600	0.008	0.274	0.008	1	4	0.366	0.006	3.773	33.65	-1138.16	-0.02	0.00
20700	0.008	0.267	0.008	1	5	0.721	0.006	3.773	31.61	-1138.38	0.22	0.00
20800	0.008	0.236	0.008	1	6	0.470	0.006	4.024	30.12	-1138.56	0.00	-7.82
20900	0.009	0.291	0.009	1	4	1.007	0.009	3.889	32.25	-1138.16	-0.00	-0.69
21000	0.008	0.260	0.008	1	4	1.016	0.032	3.889	33.70	-1138.16	0.29	0.00
21100	0.005	0.271	0.005	1	3	0.907	0.032	3.889	33.90	-1137.87	0.00	0.00
21200	0.005	0.279	0.005	1	3	1.073	0.020	3.889	28.73	-1137.87	0.00	0.00
21300	0.007	0.258	0.007	1	3	0.523	0.036	3.889	33.59	-1137.87	-0.05	0.00
21400	0.005	0.170	0.005	1	7	0.388	0.032	3.889	31.60	-1138.71	0.00	0.00
21500	0.006	0.006	0.006	0	7	0.298	0.029	3.889	33.94	-1138.35	-0.13	0.00
21600	0.006	0.006	0.006	0	5	0.247	0.034	3.889	35.56	-1138.01	0.00	-8.00
21700	0.007	0.007	0.007	0	5	1.232	0.023	3.889	34.27	-1138.02	0.18	0.00
21800	0.006	0.006	0.006	0	7	0.719	0.023	4.013	31.54	-1138.35	-0.13	0.00
21900	0.007	0.007	0.007	0	12	0.070	0.023	4.013	33.38	-1138.89	0.00	0.00
22000	0.005	0.005	0.005	0	15	0.328	0.036	4.013	30.60	-1139.11	-0.00	0.25
22100	0.007	0.007	0.007	0	20	0.126	0.011	4.013	32.41	-1139.40	-0.05	0.00
22200	0.005	0.005	0.005	0	17	0.090	0.011	4.013	37.45	-1139.23	0.00	-8.18
22300	0.005	0.005	0.005	0	22	0.199	0.010	3.980	32.33	-1139.49	0.00	0.00
22400	0.005	0.005	0.005	0	22	0.097	0.018	3.980	34.45	-1139.49	0.00	-0.24
22500	0.004	0.004	0.004	0	28	0.098	0.014	3.980	33.68	-1139.73	-0.01	0.00
22600	0.002	0.002	0.002	0	28	0.121	0.075	3.980	28.89	-1139.73	0.00	0.00
22700	0.005	0.005	0.005	0	29	0.058	0.059	3.980	25.58	-1139.77	-0.00	0.00
22800	0.003	0.003	0.003	0	29	0.053	0.071	3.980	27.01	-1139.77	0.00	-8.73
22900	0.004	0.004	0.004	0	30	0.055	0.074	3.980	26.56	-1139.80	-0.00	0.00
23000	0.003	0.003	0.003	0	22	0.102	0.076	3.980	31.54	-1139.49	-0.00	0.00
23100	0.005	0.005	0.005	0	25	0.077	0.034	3.980	27.56	-1139.62	0.00	0.00
23200	0.004	0.004	0.004	0	25	0.089	0.034	3.979	18.32	-1139.62	0.00	0.00
23300	0.005	0.005	0.005	0	24	0.229	0.021	3.979	26.26	-1139.58	0.00	-8.18
23400	0.004	0.004	0.004	0	24	0.129	0.010	3.979	30.53	-1139.58	0.00	0.00
23500	0.003	0.003	0.003	0	29	0.125	0.016	3.979	27.16	-1139.77	-0.00	0.00
23600	0.006	0.006	0.006	0	24	0.103	0.012	3.979	30.49	-1139.58	0.04	0.00
23700	0.005	0.005	0.005	0	21	0.175	0.005	4.052	33.02	-1139.45	0.00	0.00
23800	0.004	0.004	0.004	0	20	0.091	0.005	4.052	35.51	-1139.40	0.00	-8.37
23900	0.006	0.006	0.006	0	18	0.124	0.005	4.052	35.01	-1139.29	-0.00	0.00
